STOK ID,STOK Kodu,Barkod,Ürün Adı,Kategori,Marka,Alış Fiyatı,Kar Marjı (%),Satış Fiyatı,Piyasa Fiyatı,Tedarikçi,Ofis26 Satış,HEPCAZİP Satış,Güncel Stok,Raf,Kasa,Palet
,885205,8699071150039,Ekstrafix Laser Etiket ( Fix-5003 ) 210x99 mm,Etiket,Extrafix,,20,,,Tanımsız,0,0,4.0,B1,0,0
,885144,8699071151029,"Ekstrafix Laser Etiket ( Fix-5102 ) 210x148,5 mm",Etiket,Extrafix,,20,,,Tanımsız,0,0,3.0,B1,0,0
,886233,8699071150374,"Ekstrafix Laser Etiket ( Fix-5037 ) 70x37,125 mm",Etiket,Extrafix,,20,,,Tanımsız,0,0,13.0,B1,0,0
,887209,8699071150350,"Ekstrafix Laser Etiket ( Fix-5035 ) 52,5x33 mm",Etiket,Extrafix,,20,,,Tanımsız,0,0,2.0,B1,0,0
,,8680454912726,Kraf Beyaz Tahta Kalemi Doldurulabilir 770 Siyah,Tahta Kalemi,Kraf,,20,,,Tanımsız,0,0,147.0,47,0,0
,,8699071150008,Ekstrafix Laser Etiket ( Fix-5000 ) 210x297 mm,Etiket,Extrafix,,20,,,Tanımsız,0,0,4.0,B1,0,0
,912006,5411313912006,Dymo Letratag Kağıt Şerit 12mmx4mt Beyaz 91200,Etiket,DYMO,,20,,,Tanımsız,0,0,20.0,72,0,0
,912013,5411313912211,Dymo Letratag Plastik Şerit 12mmx4mt Beyaz 91201,Etiket,DYMO,,20,,,Tanımsız,0,0,19.0,72,0,0
,847756,3501170847756,Dymo Kabartma Şerit 9mmx3mt 3'lü Bls K/S/M,Etiket,DYMO,,20,,,Tanımsız,0,0,12.0,72,0,0
,912020,5411313912020,Dymo Letratag Plastik Şerit 12mmx4mt Sarı 91202,Etiket,DYMO,,20,,,Tanımsız,0,0,5.0,72,0,0
,122672,5411313122672,Dymo Letratag Plastik Şerit 12mmx4mt Şeffaf 12267,Etiket,DYMO,,20,,,Tanımsız,0,0,11.0,72,0,0
16520.0,KSK-47,,Keskin Color Elişi Kağıdı 10'lu Karışık Standart,Elişi Kağıdı,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,11651,,İnter Yazı Tahtası 120x200,Yazı Tahtası,İnter,,20,,,Tanımsız,0,0,,,0,0
17579.0,11651-1,,İnter Yazı Tahtası 120x200 Ayaklı,Yazı Tahtası,İnter,,20,,,Tanımsız,0,0,,,0,0
,116240,,İnter Yazı Tahtası Duvara Monte 120x240 cm,Yazı Tahtası,İnter,,20,,,Tanımsız,0,0,,,0,0
,232000132,,İnter Yazı Tahtası Ayaklı Teleskopik Laminant 50x70,Yazı Tahtası,İnter,,20,,,Tanımsız,0,0,,,0,0
,123132,8693245078075,İnter Rondo Çerçeve A4 25mm,Display Çerçeve,İnter,,20,,,Tanımsız,0,0,88.0,B6,0,0
,12313,8693245078099,İnter Rondo Çerçeve A3 25mm,Display Çerçeve,İnter,,20,,,Tanımsız,0,0,60.0,B6,0,0
17585.0,ZF3115-OYL-KRF,8690345737123,Oyal Zarf Diplomat 10.5 cm X 24 cm 90 Gr Kraft,Zarflar,Oyal,,20,,,Tanımsız,0,0,,,0,0
16511.0,FC-55,,Faber Castell 1221 Dereceli Kalem 4B 12'li,Dereceli Kalem,Faber Castell,,20,,,Tanımsız,0,0,,,0,0
16512.0,FC-56,,Faber Castell 1221 Dereceli Kalem 8B 12'li,Dereceli Kalem,Faber Castell,,20,,,Tanımsız,0,0,,,0,0
,278000075,8691217040402,Mas Delgeç Büyük 40 SY 404 Siyah,Delgeç,Mas,,20,,,Tanımsız,0,0,,,0,0
,278000074,8691217040228,Mas Delgeç 25 SY 402 Siyah,Delgeç,Mas,,20,,,Tanımsız,0,0,1.0,4,0,0
16491.0,MS-DLG-25,8691217040280,Mas Delgeç 25 SY 402 Mavi,Delgeç,Mas,,20,,,Tanımsız,0,0,16.0,4,0,0
,278000075,8691217040488,Mas Delgeç Büyük 40 SY 404 Mavi,Delgeç,Mas,,20,,,Tanımsız,0,0,1.0,4,0,0
16489.0,M0405,8691217040587,Mas 405 Delgeç 10 Syf Mavi,Delgeç,Mas,,20,,,Tanımsız,0,0,9.0,1,0,0
,2780000762,8691217108492,Mas Delgeç Enjoy 30 SY Siyah 1084,Delgeç,Mas,,20,,,Tanımsız,0,0,5.0,3,0,0
,2780000765,8691217108096,Mas Delgeç Enjoy 10 SY Siyah 1080,Delgeç,Mas,,20,,,Tanımsız,0,0,7.0,3,0,0
,278000299,8691217119405,Mas Nova Delgeç 30 SY 1194 Siyah,Delgeç,Mas,,20,,,Tanımsız,0,0,2.0,4,0,0
,278000076,8691217040501,Mas 405 Delgeç 10 Syf Siyah,Delgeç,Mas,,20,,,Tanımsız,0,0,3.0,4,0,0
,2780000763,8691217108447,Mas Delgeç Enjoy 30 SY Mavi 1084,Delgeç,Mas,,20,,,Tanımsız,0,0,4.0,3,0,0
,278012472,8691217039703,Mas Delgeç Arşiv Tipi 60 SY. Siyah 397,Delgeç,Mas,,20,,,Tanımsız,0,0,1.0,1,0,0
,62283,8690345736577,Oyal Torba Zarf 24x32 90 Gr Kraft,Zarflar,Oyal,,20,,,Tanımsız,0,0,,,0,0
16508.0,KMD-MS-NV-10,8691217119009,Mas Nova Delgeç 10 Syf 1190,Delgeç,Mas,,20,,,Tanımsız,0,0,9.0,4,0,0
16509.0,M1192,8691217119207,Mas Nova Delgeç 20 Syf 1192,Delgeç,Mas,,20,,,Tanımsız,0,0,10.0,4,0,0
,278000073,8691217040105,Mas Kollu Arşiv Tipi Delgeç 60 SY 401,Delgeç,Mas,,20,,,Tanımsız,0,0,1.0,1,0,0
,2780000764,8691217108041,Mas Delgeç Enjoy 10 SY Mavi 1080,Delgeç,Mas,,20,,,Tanımsız,0,0,5.0,3,0,0
,7116,8691217075213,Mas Delgeç Dolphin 20 Sayfa Mavi-752,Delgeç,Mas,,20,,,Tanımsız,0,0,19.0,5,0,0
,7111,8691217075022,Mas Delgeç Dolphin 10 Sayfa Yeşil-750,Delgeç,Mas,,20,,,Tanımsız,0,0,12.0,5,0,0
,7113,8691217075015,Mas Delgeç Dolphin 10 Sayfa Mavi-750,Delgeç,Mas,,20,,,Tanımsız,0,0,11.0,5,0,0
16499.0,MS-DLP-TR,8691217075046,Mas Delgeç Dolphin 10 Sayfa Turuncu-750,Delgeç,Mas,,20,,,Tanımsız,0,0,10.0,5,0,0
,7115,8691217075244,Mas Delgeç Dolphin 20 Sayfa Turuncu-752,Delgeç,Mas,,20,,,Tanımsız,0,0,8.0,5,0,0
,7117,8691217275224,Mas Delgeç Dolphin 20 Sayfa Yeşil-752,Delgeç,Mas,,20,,,Tanımsız,0,0,5.0,5,0,0
,150861,8680454912061,Kraf Delgeç 140G Siyah 20 Sayfa,Delgeç,Kraf,,20,,,Tanımsız,0,0,24.0,5,0,0
16488.0,DG3425-KRF,8680454912122,Kraf Delgeç 160G Siyah 40 Sayfa,Delgeç,Kraf,,20,,,Tanımsız,0,0,1.0,4,0,0
16486.0,DG3423-KRF,8680454912061,Kraf Delgeç 140G Mavi 20 Sayfa,Delgeç,Kraf,,20,,,Tanımsız,0,0,1.0,5,0,0
16484.0,DG3420-DLT,8690060111000,Delta Delgeç Arşiv Tipi 111 Kırmızı,Delgeç,Delta,,20,,,Tanımsız,0,0,3.0,4,0,0
16485.0,DG3418-DLT,8690060109007,Delta Delgeç Standart 109-Kırmızı,Delgeç,Delta,,20,,,Tanımsız,0,0,3.0,4,0,0
,,6974170402046,ALEMDAR YARIM KAPAK DOSYA,Telli Dosya,Alemdar,,20,,,Tanımsız,0,0,41.0,B2Z,0,0
,8570,8699435056984,Cassa 8570 Arşiv Tipi Delgeç 65 Sayfa,Delgeç,Cassa,,20,,,Tanımsız,0,0,2.0,4,0,0
16481.0,BION-9288,8691217928854,Bion Delgeç 30 Sy 9288 Mavi,Delgeç,Bion,,20,,,Tanımsız,0,0,2.0,3,0,0
16482.0,BION-3,8691217928892,Bion Delgeç 30 Sy 9288 Siyah,Delgeç,Bion,,20,,,Tanımsız,0,0,4.0,3,0,0
16480.0,BION-02,8691217928694,Bion Delgeç 20 Sy 9286 Siyah,Delgeç,Bion,,20,,,Tanımsız,0,0,8.0,5,0,0
16479.0,BION-2,8691217928687,Bion Delgeç 20 Sy 9286 Mavi,Delgeç,Bion,,20,,,Tanımsız,0,0,1.0,5,0,0
16477.0,BION-01,8691217928281,Bion Delgeç 10 Sy 9282 Mavi,Delgeç,Bion,,20,,,Tanımsız,0,0,2.0,4,0,0
16478.0,BION-1,8691217928298,Bion Delgeç 10 Sy 9282 Siyah,Delgeç,Bion,,20,,,Tanımsız,0,0,11.0,4,0,0
,168869,,Mynote Pastel Defter PP Kapak Spiralli A4 120 Yp Çizgili Defter,Defterler,MYNOTE,,20,,,Tanımsız,0,0,,,0,0
,1911566,,Mynote A4 120 Yp Spiralli Çizgili Defter,Defterler,MYNOTE,,20,,,Tanımsız,0,0,,,0,0
,2005298,,Keskin Free PP Kapak Dikişli Cool Defter A4 60 Yp Çizgili,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,974833,,Gıpta Punto Defter A4 160 Yaprak,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16442.0,KSK-75,,Keskin Resim Defteri 25x35 15 Yp,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,11985,,Keskin Color A4 Defter 80 Yp Çizgili Pp. Kp. Dikişli Cool,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,29662,,Keskin Color Hafif Kağıt Karton Kapak 60 Yp Çizgili Draft,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,29663,,Keskin Color Hafif Kağıt Karton Kapak 60 Yp Kareli Draft,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,119844,,Keskin Color A4 60 Yp Kareli Dikişli Cool Defter,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16450.0,KSK-25,,Keskin Resim Defteri 35x50 15 Yp 12'li,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,200529,,Keskin Free PP Kapak Defter A4 60 Yp Kareli,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16371.0,KSK-89,,Keskin Color A4 80 Yp Kareli Pp Kp Spr Pastel Note Defteri,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,2005299,,Keskin Free PP Kapak Defter A4 60 Yp Çizgili,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,11986,,Keskin Color A4 Defter 80 Yp Kareli Pp. Kp. Dikişli Cool,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16431.0,KKD-KSK-A4-800,,Keskin Free PP Kapak Defter A4 80 Yp Kareli,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16429.0,KKD-KSK-A4-80,,Keskin Free PP Kapak Defter A4 80 Yp Çizgili,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16420.0,KKD-KSK-A4-100,,Keskin Free PP Kapak Defter A4 100 Yp Çizgili,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,957,,Keskin Color Bloknot Spider Man Metalize 80 Yp A6,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,27809,,Keskin Color Bloknot Metalize 80 Yp A6 Frozen,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,110,,Keskin Color Bloknot Metalize Çizgili (36'lı Stand) 80 Yp A6 Cars,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,30448,,Keskin Color Bloknot Spiralli Defter A6 80 Yp Çizgili Hello Kity,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16445.0,KSK-73,,Keskin Resim Defteri 25x35 15 Yp Frozen,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16448.0,KSK-71,,Keskin Resim Defteri 25x35 15 Yp Spiderman,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16451.0,KSK-77,,Keskin Resim Defteri 35x50 20 Yp Pastel,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,29657,,Keskin Bloknot A5 80 Yp Kareli Karton Kapak Draft,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,29656,,Keskin Color Bloknot A5 80 Yp Çizgili Karton Kapak Draft,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,442,,Keskin Free PP Kapak Defter A4 100 Yp Çizgisiz,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16363.0,KSK-88,,Keskin Color A4 80 Yp Çizgili Pp Kp Spr Pastel Note Defteri,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16449.0,KSK-76,,Keskin Resim Defteri 25x35 20 Yp Pastel,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,93,,Keskin Resim Defteri 25x35 15 Yp Cars,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,30455,,Keskin Resim Defteri 25x35 15 Yp Hello Kity,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16452.0,KSK-41,,Keskin Spiralli Bloknot Best Friends A7 42 Çizgili,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16457.0,KSK-38,,Keskin Spiralli Bloknot Harry Potter A7 42 Yp Çizgili,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16458.0,KSK-40,,Keskin Spiralli Bloknot Lol Omg A7 42,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16460.0,KSK-39,,Keskin Spiralli Not Defteri Cars A7 42 Yp Çizgili Karton Kapak,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,30486,,Kuromi A7 42 Yp Çizgili Spiralli Bloknot,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,30493,,Kuromi Resim Defteri 25x35 15 Yp,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,27063,,Gıpta Spiralli Bloknot Problok A5 Karton Kapak 40 Yaprak Çizgili,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,29297,,Keskin Color 17x24 80 Yp Çizgili Karton Kapak,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,29298,,Keskin Color 17x24 80 Yp Kareli Karton Kapak,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16366.0,KSK-106,,Keskin Color A4 80 Yp Defter Animal Friends,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16377.0,KSK-83,,Keskin Color A5 72 Yp Çizgili Spiralli Defter Pastel Show,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16378.0,KSK-84,,Keskin Color A5 72 Yp Kareli Spiralli Defter Pastel Show,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,29654,,Keskin Color Bloknot A4 80 Yp Çizgili Karton Kapak Draft,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,29655,,Keskin Color Bloknot A4 80 Yp Kareli Karton Kapak Draft,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16391.0,KSK-69,,Keskin Color Güzel Yazı Defteri 40 Yp A5,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,200428,,Keskin Free PP Kapak Defter A5 60 Yp Kareli,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16439.0,KKD-KSK-A4-40,,Keskin Güzel Yazı Defteri Cool 40 Yp A4 Tel Dik.,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16440.0,KKD-KSK-A5-40,,Keskin Güzel Yazı Defteri Cool 40 Yp A5,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16453.0,KSK-46,,Keskin Spiralli Bloknot Dekokraft A6 80 Yp Kareli,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16454.0,KSK-45,,Keskin Spiralli Bloknot Exclusive A6 80 Yp Çizgili,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16455.0,KSK-44,,Keskin Spiralli Bloknot Frozen II A6 80 Yp Çizgili,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,30488,,Kuromi A6 80 Yaprak Çizgili Spiralli Bloknot,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,30487,,Kuromi A7 İkili Bloknot,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,304444,,Kuromi Spiralli Karton Kapak Defter 10x19 80 Yp Çizgili,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16422.0,KKD-KSK-A4-100-K,,Keskin Free PP Kapak Defter A4 100 Yp Kareli,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,25315,,Keskin Color A4 120 Yp Çizgili Pp Kp Spr Pastel Note Defteri,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,25316,,Keskin Color A4 120 Yp Kareli Pp Kp Spr Pastel Note Defteri,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16435.0,KKD-KSK-A5-80,,Keskin Free PP Kapak Defter A5 80 Yp Çizgili,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,27060,,Gıpta Spiralli Bloknot Problok A4 Karton Kapak 40 Yaprak Çizgili,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,27062,,Gıpta Spiralli Bloknot Problok A4 Karton Kapak 40 Yaprak Kareli,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16338.0,KSK-104,,"Keskin Color 18,5x26 58 Yp Çizgili Tel Dikiş Defter UNİNOTE cOFFE",Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16339.0,KSK-105,,Keskin Color 19x25 50 Yp Kareli Defter Marble,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16346.0,KSK-97,,Keskin Color A4 40 Yp Çizgili Tel Dikişli Defter Best Friends,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16347.0,KSK-96,,Keskin Color A4 40 Yp Çizgili Tel Dikişli Defter Frozen,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16348.0,KSK-95,,Keskin Color A4 40 Yp Çizgili Tel Dikişli Defter Harry Potter,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16349.0,KSK-94,,Keskin Color A4 40 Yp Çizgili Tel Dikişli Defter Spiderman,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16350.0,KSK-101,,Keskin Color A4 40 Yp Kareli Tel Dikişli Defter Best Friens,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16351.0,KSK-100,,Keskin Color A4 40 Yp Kareli Tel Dikişli Defter Frozen,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16352.0,KSK-99,,Keskin Color A4 40 Yp Kareli Tel Dikişli Defter Harry Potter,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16353.0,KSK-98,,Keskin Color A4 40 Yp Kareli Tel Dikişli Defter Spiderman,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16355.0,KSK-85,,Keskin Color A4 60 Yp Çizgili Pp Kp Pastel Note Defteri,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16358.0,KSK-86,,Keskin Color A4 60 Yp Kareli Pp Kp Pastel Note Defteri,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,28499,,Keskin Color A4 80 Yp Çizgili Defter Animal Friends,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,29745,,Keskin Color A4 80 Yp Çizgili Spiralli Defter Delta,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,28564,,Keskin Color A4 80 Yp Çizgili Spiralli Defter Sweet Fun,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,29746,,Keskin Color A4 80 Yp Kareli Spiralli Defter Delta,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,28587,,Keskin Color A4 80 Yp Kareli Spiralli Defter Sweet Fun,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,200462,,Keskin Free PP Kapak Defter A4 120 Yp Kareli,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,200528,,Keskin Free PP Kapak Defter A4 60 Yp Düz,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16443.0,KSK-78,,Keskin Resim Defteri 25x35 15 Yp Atatürk,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16447.0,KSK-72,,Keskin Resim Defteri 25x35 15 Yp Lol Omg,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,38351199,,Keskin Terzi Dikim Defter 50 Yaprak 19*26 Çizgili,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,38351299,,Keskin Terzi Dikim Defter 50 Yaprak 19*26 Kareli,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,30433,,"Kuromi Resim Defteri 18,5x26 40 Yp Çizgili",Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,1338288,,Keskin 25x35 24 Yp Resim Defteri,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16419.0,KKD-KSK-A4-802,,Keskin Free A5 Kareli Bloknot Defter 80 Yaprak,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,30492,,Kuromi Resim Defteri 17x25 15 Yp,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,27052,,Gıpta Bloknot Prisma A5 Spiralli Karton Kapak 100 Yp Çizgili,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,27053,,Gıpta Bloknot Prisma A5 Spiralli Karton Kapak 100 Yp Kareli,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16320.0,KSK-113,,"Keskin Color 16,5x22 80 Yp Çizgili Defter Plume Leaves",Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16321.0,KSK-114,,"Keskin Color 16,5x22 80 Yp Kareli Defter Plume Leaves",Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16322.0,KSK-81,,"Keskin Color 16,5x22,5 Spiralli Defter 80 Yp Çizgili",Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16323.0,KSK-82,,"Keskin Color 16,5x22,5 Spiralli Defter 80 Yp Kareli",Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16324.0,KSK-130,,"Keskin Color 16,5x25 80 Yp Çizgisiz Defter Funky",Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16327.0,KSK-92,,Keskin Color 17x24 100 Yp Çizgili Pp Kp Spr Pastel Note Defteri,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,30508,,Keskin Color 17x24 100 Yp Çizgili Sert Kapak Bahar Defter,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16331.0,KSK-93,,Keskin Color 17x24 100 Yp Kareli Pp Kp Spr Pastel Note Defteri,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,30509,,Keskin Color 17x24 100 Yp Kareli Sert Kapak Bahar Defter,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16407.0,KSK-70,,Keskin Color Müzik Defteri Spiralli 40 Yp A4,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16413.0,KSK-120,,"Keskin Color16,5x22,5 80 Yp Doodles Çizgili Defter",Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16414.0,KSK-119,,"Keskin Color16,5x22,5 80 Yp Doodles Çizgisiz Defter",Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16415.0,KSK-121,,"Keskin Color16,5x22,5 80 Yp Doodles Kareli Defter",Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,30463,,"Keskin Color16,5x22,5 80 Yp Hello Kity Çizgili Defter",Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,30465,,"Keskin Color16,5x22,5 80 Yp Hello Kity Kareli Defter",Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16418.0,KKD-KSK-A4-801,,Keskin Free A5 Çizgili Bloknot Defter 80 Yaprak,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,2005287,,Keskin Free PP Kapak Defter A4 80 Yp Düz,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16456.0,KSK-42,,Keskin Spiralli Bloknot Harry Potter A6 80 Yp Çizgili,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16459.0,KSK-43,,Keskin Spiralli Bloknot Lol Omg Metalize A6 80 Yp Çizgili,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,30442,,"Kuromi Spiralli Karton Kapak Defter 16,5x22,5 80 Yp Çizgili",Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16342.0,KSK-90,,Keskin Color A4 100 Yp Çizgili Pp Kp Spr Pastel Note Defteri,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16343.0,KSK-91,,Keskin Color A4 100 Yp Kareli Pp Kp Spr Pastel Note Defteri,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16340.0,KSK-128,,Keskin Color 20x28 100 Yp Çizgisiz Defter Funky,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16341.0,KSK-129,,Keskin Color 20x28 100 Yp Kareli Defter Funky,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16354.0,KSK-102,,Keskin Color A4 60 Yp Çizgili Defter Harry Potter,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16356.0,KSK-103,,Keskin Color A4 60 Yp Kareli Defter Harry Potter,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16360.0,KSK-109,,Keskin Color A4 80 Yp Çizgili Defter Classic Marble,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16361.0,KSK-107,,Keskin Color A4 80 Yp Çizgili Defter Coffe,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16362.0,KSK-111,,Keskin Color A4 80 Yp Çizgili Defter Plume Leaves,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16367.0,KSK-110,,Keskin Color A4 80 Yp Düz Defter Plume Leaves,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16368.0,KSK-115,,Keskin Color A4 80 Yp Kareli Çiçek Defter,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16369.0,KSK-108,,Keskin Color A4 80 Yp Kareli Defter Coffe,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16370.0,KSK-112,,Keskin Color A4 80 Yp Kareli Defter Plume Leaves,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16387.0,KSK-32,,"Keskin Color Defter 18,5x25 72 Yp Çizgili",Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16388.0,KSK-33,,"Keskin Color Defter 18,5x25 72 Yp Kareli",Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16408.0,KSK-79,,Keskin Color Spiralli College Defter A4 80 Yp Çizgili,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16409.0,KSK-80,,Keskin Color Spiralli College Defter A4 80 Yp Kareli,Defterler,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
